UNITID,EFTOTLT,RET_PCF,RET_PCP,STUFACR,risk_score,low_retention,pct_black,pct_hispanic,pct_white,pct_international
101675,1180,56,0,12,0.48522556017184904,1,0.9322033898305084,0.019491525423728815,0.03305084745762712,0
101693,1545,74,NA,14,0.37792470524280247,0,0.1436893203883495,0.036245954692556634,0.5385113268608415,0.020711974110032363
101709,3088,73,50,13,0.3666394598241659,0,0.14248704663212436,0.0586139896373057,0.5569948186528497,0.027849740932642485
101736,4665,69,36,18,0.3943224428859653,1,0.08102893890675242,0.12047159699892819,0.7161843515541265,0.003215434083601286
101879,10204,80,36,18,0.3000305993873018,0,0.12005096040768326,0.023618188945511563,0.6712073696589572,0.04429635437083497
101897,3208,69,62,17,0.3746943274958795,1,0.019014962593516208,0.192643391521197,0.7082294264339152,0.0021820448877805485
101912,1226,71,33,14,0.4501448484281485,0,0.636215334420881,0.07911908646003263,0.013050570962479609,0
101994,641,63,43,15,0.4226843079764851,1,0.6271450858034321,0.0343213728549142,0.2714508580343214,0.0062402496099844
102030,4001,55,31,17,0.5900207435707736,1,0.596100974756311,0.033741564608847786,0.25943514121469635,0.01949512621844539
102049,6097,93,NA,14,0.36314738524114337,0,0.07807118254879448,0.05035263244218468,0.8003936362145317,0.011809086435952108
102058,95,67,25,3,0.3573988452832633,1,1,0,0,0
102067,4601,58,40,18,0.5146204632482427,1,0.3336231254075201,0.07541838730710715,0.5342316887633123,0.007824386003042817
102076,2917,68,35,20,0.4027766817431735,1,0.06993486458690436,0.1912924237230031,0.6818649297223175,0.002742543709290367
102094,14003,76,39,19,0.5198065909904855,0,0.2220952653002928,0.052988645290294935,0.603299293008641,0.020495608083982004
102234,919,70,100,11,0.3544149911803905,0,0.13275299238302501,0.0957562568008705,0.5832426550598476,0.10119695321001088
102270,731,53,68,13,0.4361595446677454,1,0.8809849521203831,0.0027359781121751026,0.06292749658002736,0.03146374829001368
102298,760,54,NA,17,0.4122998815730004,1,0.6855263157894737,0.06184210526315789,0.04736842105263158,0.14342105263157895
102313,2046,51,33,16,0.5321849196504388,1,0.7350928641251222,0.05474095796676442,0.15347018572825025,0.004887585532746823
102368,13658,71,29,16,0.5945990997813856,0,0.3190803924439889,0.056670083467564795,0.5137648264753258,0.03734075267242642
102377,3121,81,NA,14,0.6119537481617822,0,0.7952579301505928,0.003844921499519385,0.017942966997757128,0
102395,367,43,58,14,0.39195461605513354,1,0.2997275204359673,0.12534059945504086,0.45776566757493187,0
102429,4378,66,57,16,0.4165631664191131,1,0.13613522156235724,0.04476930105070809,0.7690726359068067,0
102553,10493,71,49,11,0.22153864304583515,0,0.03116363289812256,0.10025731440007624,0.4514438196893167,0.015820070523205946
102580,38,100,NA,5,0.3544263188786557,0,0,0.02631578947368421,0.7105263157894737,0
102614,6893,74,42,11,0.2619317188318034,0,0.0262585231394168,0.0883505005077615,0.5357609168721892,0.024372551864210067
102632,2000,76,29,9,0.3363754232924987,0,0.0155,0.0855,0.545,0.0125
102669,593,68,40,7,0.35201455462006426,1,0.04384485666104553,0.07925801011804384,0.3625632377740304,0.008431703204047217
102711,269,92,99,12,0.37206505312492383,0,0.011152416356877323,0.03345724907063197,0.39776951672862454,0.0037174721189591076
102845,2157,25,NA,25,0.41211615879209423,1,0.08159480760315253,0.2906815020862309,0.3463143254520167,0.004636068613815485
103501,250,76,NA,16,0.38794600726965106,0,0.1,0.072,0.252,0
103741,203,79,76,15,0.38712531848175735,0,0.04926108374384237,0.5517241379310345,0.26108374384236455,0
103893,1080,74,NA,25,0.42871971331933695,0,0.13333333333333333,0.5648148148148148,0.13425925925925927,0.002777777777777778
103909,528,79,NA,12,0.37750280642261685,0,0.0946969696969697,0.42234848484848486,0.25,0.003787878787878788
103927,517,79,NA,20,0.40458766272402424,0,0.05609284332688588,0.688588007736944,0.12379110251450677,0.0019342359767891683
103954,47,100,NA,24,0.4173922893948295,0,0.1276595744680851,0.5106382978723404,0.2765957446808511,0
103963,689,81,NA,24,0.4199012958748989,0,0.10449927431059507,0.46734397677793904,0.25689404934687954,0
104090,739,25,NA,22,0.4132560244311333,1,0.16644113667117727,0.3004059539918809,0.16508795669824086,0.0013531799729364006
104151,79818,87,52,18,7.77130673703259e-8,0,0.04047959106968353,0.23514746047257512,0.3814928963391716,0.15739557493297252
104160,8964,67,50,22,0.3622503459219601,1,0.010597947344935297,0.7535698348951361,0.10843373493975904,0.015394912985274432
104179,56365,83,52,20,0.00299499733418204,0,0.04107158697773441,0.25226647742393327,0.43296371861971084,0.06450811673911115
104346,5053,61,36,15,0.3564478497959947,1,0.06214130219671482,0.430041559469622,0.27864634870374033,0.017217494557688503
104391,76,94,NA,18,0.39628447087785706,0,0,0.23684210526315788,0.5921052631578947,0
104443,104,79,56,12,0.37884252218715064,0,0.25,0.28846153846153844,0.17307692307692307,0
104568,298,86,75,22,0.41000946219511425,0,0.07718120805369127,0.3087248322147651,0.41946308724832215,0
104586,3264,82,38,17,0.2994857039291514,0,0.023590686274509803,0.15900735294117646,0.5389093137254902,0.08363970588235294
104717,113257,72,47,20,0.9905868212352932,0,0.20143567285024325,0.22750911643430427,0.4403171547895494,0.008538103605075183
105206,4619,49,38,12,0.35384771013608735,1,0.015804286642130332,0.3152197445334488,0.5572634769430612,0
