UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR,low_retention,risk_score
181543,32,2,0,28,0,100,NA,3,0,0.3485445299119417
181604,786,55,146,495,12,80,NA,8,0,0.36082336939479875
181640,10816,572,1348,7824,0,70,52,13,0,0.34854407579615504
181738,729,55,165,380,38,84,NA,8,0,0.354379681949841
181765,222,1,13,202,0,59,NA,13,1,0.3790247021505167
181783,4666,98,595,3537,192,72,100,19,0,0.3264905376727357
181817,1569,37,402,915,80,53,28,12,1,0.34965885311135
181853,532,52,73,306,76,69,100,11,1,0.35570605316736426
181880,183,29,75,58,0,91,86,14,0,0.3857490718327876
182281,32911,2910,11205,8613,1004,79,53,19,0,0.15186397212069522
182290,23024,874,5462,11027,739,80,42,17,0,0.13501517895241655
182306,3320,133,980,1736,0,59,50,18,1,0.38499297244045116
182634,972,33,23,732,14,77,NA,10,0,0.35979798966083487
182670,6938,367,601,2967,1470,98,NA,7,0,0.08202240240835619
182704,92,1,1,87,0,77,100,16,0,0.38974000170380985
182722,184,1,4,164,0,100,100,19,0,0.39868495299717427
182795,1654,120,171,1097,73,74,0,13,0,0.35870567564755407
182892,50,0,0,25,0,63,74,12,1,0.37638683874146983
182980,3275,130,117,927,1801,61,100,8,1,0.06512868306704787
183026,189531,37196,27885,94437,1154,61,40,24,1,0.9990792354480958
183044,13554,139,568,11130,445,87,0,17,0,0.19745359838288445
183062,2848,69,153,2359,33,79,100,17,0,0.366958095850635
183071,663,30,55,391,103,85,50,8,0,0.3348635970468606
183080,3707,67,210,3001,57,68,33,15,1,0.3454623696637139
183099,2657,96,255,1867,17,69,50,10,1,0.3497997156077374
183105,577,13,29,410,0,84,54,7,0,0.35585421188420424
183114,677,30,47,499,0,41,46,6,1,0.35438353113310556
183123,735,20,42,551,0,56,45,10,1,0.36515017040939796
183132,2081,122,292,1356,0,61,52,12,1,0.3702581993176183
183141,1342,62,328,761,0,64,49,8,1,0.3598845080218137
183150,1462,40,126,1069,0,66,51,12,1,0.3667174966505625
183202,73,0,3,65,0,100,NA,10,0,0.37024623667997203
183211,2777,187,123,1424,0,76,42,14,0,0.35986980729706636
183239,2111,34,101,1745,20,88,NA,12,0,0.35627033036984895
183248,95,25,11,46,0,100,NA,6,0,0.3597171876847871
183257,1478,48,104,1222,1,63,25,10,1,0.36333330219194987
183275,97,0,5,75,2,88,NA,10,0,0.3693351110812878
183600,30,0,1,3,20,100,88,4,0,0.34628304236062746
183655,4052,555,1163,1614,96,57,48,18,1,0.39579134670091276
183725,502,112,265,65,0,86,75,25,0,0.42975944474745265
183743,11720,822,5104,2973,652,64,43,18,1,0.23912538883431403
183789,1996,230,746,121,8,55,33,14,1,0.37761666697387763
183822,799,366,268,49,39,59,0,12,1,0.39975529581914176
183859,9900,770,2290,5196,296,70,58,19,0,0.32121828164186667
183877,6620,1418,1204,3061,108,58,47,21,1,0.4705033594646057
183910,2005,307,518,566,368,77,0,12,0,0.29983631062026966
183938,7622,1665,2160,2481,279,63,48,22,1,0.4500511125938766
183974,1398,99,224,845,2,78,NA,12,0,0.3736301526981313
183983,117,12,50,48,0,42,NA,29,1,0.43456805498368306
184056,638,325,207,57,1,72,NA,15,0,0.4170940654752323
184092,778,178,492,55,0,70,80,20,0,0.42037376518721625
184180,6131,332,1876,2544,133,76,61,17,0,0.33818029777505326
184205,2686,332,1048,1019,3,63,52,19,1,0.41824981509838005
184348,2232,266,117,1094,428,88,NA,11,0,0.27287129959812895
184427,335,76,121,110,0,73,79,24,0,0.42306926957844637
184481,7026,3169,2070,418,804,56,39,26,1,0.4944985863524683
184506,103,66,24,4,0,71,64,25,0,0.4265915720826177
184603,8045,621,1894,3221,848,77,50,14,0,0.18601479207416852
184612,2427,398,963,675,141,76,NA,15,0,0.37644880328923147
184694,2885,307,656,1358,117,78,67,11,0,0.3499119247572361
184746,146,45,80,21,0,79,77,12,0,0.3816843487316786
184773,2013,161,244,1299,55,76,67,11,0,0.3579032693308118
184782,21026,2282,2955,11657,1383,82,56,17,0,0.1412336557016035
184791,5218,591,623,2775,53,62,51,24,1,0.4037084720002975
184816,139,75,27,18,0,80,61,16,0,0.3969846062531877
184968,178,14,57,48,0,100,NA,9,0,0.3670017552333019
184995,7763,1011,4146,714,173,61,43,21,1,0.40986997975172806
185129,5429,1030,2337,1292,170,65,31,13,1,0.41125911727220676
185262,13905,2863,5128,3664,761,76,32,17,0,0.3998964246061495
185396,1785,603,761,270,0,76,NA,34,0,0.5069150803561867
185466,346,55,71,199,0,100,100,25,0,0.4237547781943759
185509,6394,1228,1766,1821,482,67,48,16,1,0.33455638278942196
185536,12044,1163,4238,2379,492,72,49,21,0,0.27078188949370585
185572,4767,265,807,3188,104,80,100,12,0,0.3412223730264316
185590,23375,2904,8539,7455,1143,78,40,18,0,0.24277280095168663
185679,188,32,75,38,0,25,9,10,1,0.3725200918654004
185721,618,102,344,138,8,71,88,14,0,0.39055477433667035
185767,271,29,142,55,19,94,100,19,0,0.39698160505976277
185828,13247,1338,3038,3426,2224,90,54,17,0,0.04904370033730758
185873,7095,399,1486,4599,10,69,46,22,1,0.396880653443507
185970,120,28,18,64,0,94,0,25,0,0.42232367175658925
186016,441,39,174,82,9,90,100,9,0,0.3646538508759139
186034,4782,524,3069,666,9,60,44,14,1,0.41994885625227574
186052,875,247,277,271,0,93,84,15,0,0.40728991779008084
186131,9137,613,795,2839,2236,98,NA,5,0,0.03317161874207161
186186,194,0,0,160,34,75,NA,10,0,0.3605263778351592
186201,5981,368,1496,3190,43,84,40,17,0,0.3704395359192258
186274,310,47,106,120,22,80,92,14,0,0.38123044618262697
186283,4003,248,739,2151,192,78,0,14,0,0.3224875073715738
186371,5675,958,1153,2229,269,80,20,12,0,0.3496499097752981
186380,52269,4183,7967,16505,5286,93,82,16,0,4.55167485873459e-4
186399,11315,1763,3251,2773,844,84,20,14,0,0.24282282745046652
186432,3572,522,1097,528,940,72,67,12,0,0.1901626798508268
186469,1135,311,165,495,1,66,55,17,1,0.41533175949422224
186584,9571,1131,2271,4392,221,81,67,14,0,0.3576384892887371
186593,188,56,62,69,0,74,78,19,0,0.40535539626266354
186618,871,235,221,220,16,65,75,8,1,0.3758756640020154
186645,6762,766,2009,2657,89,68,58,19,1,0.39689686704825666
186867,8469,149,962,2309,2633,94,NA,11,0,0.02004858267580759
186876,8631,826,1695,4998,120,79,33,17,0,0.37677235658371094
186900,72,0,0,66,6,90,NA,18,0,0.3948088548839917
187000,695,127,410,86,0,84,NA,22,0,0.42099937215105293
187134,8141,469,1399,4628,70,91,33,14,0,0.33222904963771327
187198,8330,2415,3904,1093,69,66,60,22,1,0.6072714919500153
187444,9942,1897,3059,3517,206,74,63,18,0,0.467979818785129
187505,338,54,187,85,0,69,NA,15,1,0.3918200422707625
187532,19342,519,10569,4775,57,60,47,21,1,0.3315329203633069
187596,1704,6,23,10,6,38,0,10,1,0.321378091947853
187620,7200,142,5396,1141,150,63,43,21,1,0.37427222231299745
187639,2342,89,1126,982,11,57,52,14,1,0.3810437119286072
187648,5725,278,2359,2096,155,62,73,18,1,0.3469801988451974
187666,2082,51,1224,675,0,55,35,19,1,0.39949159515585897
187745,947,6,252,101,1,70,43,9,0,0.3504421746899362
187897,2704,105,1481,519,81,50,60,10,1,0.3438830409991261
187903,2235,129,1292,644,2,70,41,18,0,0.40250902044044584
187912,463,49,146,99,99,50,NA,13,1,0.3559894307293786
187958,1687,7,274,97,14,57,33,13,1,0.33901386164134323
187967,1622,26,529,739,169,77,NA,9,0,0.3173644310097893
187976,349,1,160,143,6,50,28,12,1,0.37399101883969127
187985,23124,690,10789,6928,1129,76,59,15,0,0.1142463923901242
187994,1152,44,597,392,17,46,38,13,1,0.3757627542957884
188003,1431,19,810,404,28,49,53,12,1,0.36564858288119323
188021,754,19,376,117,16,58,27,15,1,0.377807961710847
188030,15408,379,9067,3942,878,73,4,16,0,0.18569453053960558
188049,921,7,632,199,2,58,36,9,1,0.3656122049086129
188058,1425,26,968,181,10,52,30,10,1,0.36472602739951604
188100,6452,63,1412,2289,64,71,41,12,0,0.27999049603962833
188137,4469,50,2130,1673,165,59,47,12,1,0.31897411233835354
188182,1130,149,431,397,0,55,20,21,1,0.414931330232652
188216,215,0,0,0,0,59,25,8,1,0.3580403169162358
188225,896,4,513,267,1,55,50,9,1,0.3638790878155185
188261,563,21,275,236,0,62,60,12,1,0.37739668511685326
188289,55,0,30,12,2,100,100,15,0,0.3862129938178979
188304,3531,125,1778,997,111,58,46,12,1,0.3413968231547348
188340,1405,280,465,178,26,84,0,16,0,0.39611469724106896
188429,7603,823,1595,3146,604,83,50,12,0,0.2430352794006447
188438,2576,113,145,2131,16,62,33,16,1,0.3760671916827531
188517,249,87,55,54,0,100,NA,14,0,0.3903137239507605
188526,908,90,60,395,41,86,NA,10,0,0.3559180011075486
188641,2007,115,166,1001,152,78,NA,9,0,0.3151418853663613
188650,192,111,41,2,0,61,NA,20,1,0.41336873130322593
188669,94,31,5,8,30,95,NA,3,0,0.3429392962449747
188678,187,13,14,86,52,96,NA,8,0,0.3505344706128872
188687,270,61,46,140,0,38,50,20,1,0.40790100904899607
188854,1452,247,245,434,173,83,NA,5,0,0.31970403210121723
188890,1400,379,451,90,0,69,76,15,1,0.4095842086116238
188915,52,0,3,49,0,100,100,4,0,0.35141617353853505
188942,254,0,0,215,39,85,NA,17,0,0.38130375415255774
189088,2911,329,378,1273,503,85,NA,9,0,0.25255365857303635
189097,3487,213,604,1066,513,97,91,10,0,0.23036415353275685
189228,2156,236,428,33,169,55,59,21,1,0.34516886639951505
189273,91,0,0,91,0,93,NA,13,0,0.37990160636136944
189404,89,45,20,17,0,80,100,8,0,0.36839732494514504
189413,516,94,348,13,0,86,NA,20,0,0.4117751605990873
189468,141,29,34,71,0,89,83,12,0,0.37944475108979064
189477,113,33,59,5,1,83,100,16,0,0.3929577962547124
189547,5327,561,591,3242,17,44,37,21,1,0.40534009393611037
189565,462,161,30,188,0,33,NA,16,1,0.40206843928235175
189705,2451,289,139,1567,180,73,100,11,0,0.3339079817702235
189714,285,39,68,153,1,95,86,12,0,0.3790910132116944
189811,1056,471,233,76,0,40,NA,17,1,0.4312805085174379
189839,3580,245,115,2370,51,60,41,24,1,0.3840976499597053
189857,986,0,0,859,127,79,NA,31,0,0.3980855241440658
190008,39,5,1,13,8,100,NA,4,0,0.3496598431767803
190044,3348,84,357,2095,541,85,NA,13,0,0.23521943613507212
190053,1067,62,39,783,9,52,42,23,1,0.4058351115464797
190099,3211,137,307,2065,261,93,NA,9,0,0.28722331392379313
190114,683,400,177,50,23,20,NA,12,1,0.408650602470936
190150,35173,1838,2925,7943,13812,98,95,6,0,3.2799911803784905e-8
190169,1616,169,198,956,2,63,56,17,1,0.3938166960697785
190239,172,78,69,7,0,78,63,24,0,0.424227074981728
190318,194,59,30,93,0,87,NA,20,0,0.40836194400520276
190372,933,54,110,255,123,92,NA,8,0,0.3242009647507515
190415,26793,1484,2760,7485,6943,98,NA,9,0,9.447073633809536e-5
190442,3720,158,91,2092,2,54,42,29,1,0.38993210076193013
190503,3147,263,664,1456,237,70,NA,18,0,0.3332619150131805
190512,20081,1857,5380,3845,1736,89,65,19,0,0.06490819216964328
190521,20123,5020,8723,2099,1432,61,42,20,1,0.4119909825947767
190530,6787,1823,3968,447,207,51,49,14,1,0.5030371433348543
190549,14390,3163,3330,3870,477,80,67,13,0,0.4246873111619938
190558,11033,1327,2914,4669,227,76,52,17,0,0.3735559233105666
190567,15544,2405,6066,2343,866,79,64,15,0,0.26993496992311233
190585,5478,1713,3148,178,172,54,44,15,1,0.507661829280681
190594,22538,2597,6601,5691,961,78,53,14,0,0.18155263234648908
190600,13763,2321,6653,2239,488,82,50,16,0,0.41760256197528633
190619,18165,6061,4671,3741,410,64,48,21,1,0.7524677333479458
190628,14494,1986,6072,1902,1672,57,39,19,1,0.1297835612413408
190637,13324,3306,7342,1114,390,73,58,15,0,0.5804724764153782
190646,3736,2670,665,67,81,50,43,13,1,0.6158734122153686
190655,14486,3851,5346,1501,617,65,57,16,1,0.5002613834336824
190664,15965,1511,4646,3470,968,79,63,13,0,0.14807163531908193
190673,10337,2101,3239,1230,642,65,39,15,1,0.31859555588473726
190691,6174,2613,1424,232,224,57,67,13,1,0.5254742999931461
190707,20,0,0,20,0,67,NA,7,1,0.3611136678034881
190716,2556,415,184,1186,249,73,0,14,0,0.3323412451002558
190725,2540,201,156,1905,58,76,100,12,0,0.3603677319481983
190752,86,0,0,86,0,100,NA,14,0,0.3831956730128015
190761,1396,221,534,356,51,66,100,13,1,0.37938765413704284
190840,6606,854,1784,2943,73,61,39,20,1,0.41951810993681526
190956,162,16,7,84,0,100,NA,4,0,0.3510307734755873
190983,786,39,64,523,47,70,100,11,0,0.3580296184369671
191083,8090,1473,620,3650,58,56,30,20,1,0.43396687610571777
191126,8206,694,1882,3057,1038,91,65,16,0,0.16186787272076372
191199,6004,379,561,4090,28,53,45,15,1,0.35812265874066773
191205,974,102,171,267,10,70,100,11,0,0.36673413447467773
191241,16150,1282,3087,7050,1812,89,58,14,0,0.06756470379725199
191302,1865,70,147,964,63,58,45,23,1,0.3768465812015265
191339,4240,362,294,2852,84,57,35,14,1,0.35552446032721885
191515,2031,64,197,1263,168,95,NA,9,0,0.31150296951203643
191533,1097,120,109,661,48,74,NA,10,0,0.35987875779674866
191597,914,587,170,44,0,67,NA,11,1,0.42771575883904894
191612,1971,232,168,1272,48,59,64,14,1,0.37616416088556603
191621,968,118,89,544,21,64,NA,15,1,0.3828142500569156
191630,1841,137,200,1213,109,86,NA,11,0,0.34401171595485475
191649,10685,996,1748,4915,652,84,100,13,0,0.21695057366064488
191676,1200,46,15,690,53,84,0,12,0,0.35053504226093674
191719,9227,1120,1215,5580,95,61,49,19,1,0.4059411202063719
191728,1261,297,414,406,0,78,79,16,0,0.41288151192616585
191931,3958,349,1135,1990,95,77,100,16,0,0.37410008825263497
191940,85,46,11,21,0,59,NA,10,1,0.3748834882532102
191959,30,2,11,10,0,100,NA,18,0,0.396908491824287
191968,4767,211,531,3361,157,85,NA,10,0,0.3119363183503397
191986,4054,94,352,3189,66,58,45,17,1,0.3514230313984196
192022,2319,143,217,1620,32,56,35,21,1,0.39071483351097297
192040,316,0,18,220,10,96,NA,7,0,0.3550183758925798
192110,1073,78,73,294,354,98,NA,4,0,0.2620878794727621
192165,205,0,0,205,0,100,NA,15,0,0.38557200660678576
192192,1366,95,99,1075,4,73,NA,10,0,0.36829926403318497
192271,1467,371,267,504,184,73,29,20,0,0.3810055263921824
192323,3091,245,251,2233,87,84,75,12,0,0.35296539976868524
192448,16689,1455,2484,7205,1271,77,38,15,0,0.10919125537462629
192484,101,57,23,11,1,100,75,16,0,0.39531501802065877
192624,131,0,0,130,1,76,NA,13,0,0.37933762676648675
192688,497,252,178,20,0,43,NA,20,1,0.4272396238392722
192703,3225,257,1050,1333,136,76,0,15,0,0.35403287720835297
192712,1084,32,89,327,509,93,NA,6,0,0.23357765045256634
192749,2512,265,705,1308,55,74,NA,12,0,0.37431485053265784
192785,722,150,86,368,0,33,NA,6,1,0.3661263485256834
192800,14,2,2,10,0,0,NA,7,1,0.361378734731981
192819,6356,231,835,4229,195,86,NA,15,0,0.30398730378280836
192864,1601,150,284,680,45,70,NA,7,0,0.345976739127976
192961,123,27,9,55,0,0,NA,6,1,0.3592673371876402
193016,8991,2188,3888,1851,264,76,30,16,0,0.5041714423603727
193052,593,0,0,593,0,77,NA,33,0,0.44280425524976086
193061,39,0,0,35,4,100,NA,13,0,0.37922308005251176
193070,72,0,0,72,0,86,NA,5,0,0.3543939696438454
193201,369,140,51,84,0,26,100,12,1,0.38735457359482683
193247,139,0,0,133,6,96,NA,9,0,0.36505837541683284
193265,58,2,1,54,0,90,94,15,0,0.38686686326558906
193283,5940,425,411,3238,80,59,49,18,1,0.33909081607940766
193292,5005,619,1180,2263,43,85,33,12,0,0.3836002711294823
193308,8141,2887,2621,265,2032,67,51,17,1,0.16150238844016807
193326,8641,1922,1203,4235,205,57,38,18,1,0.4657042407201138
193353,2491,247,572,1321,31,74,0,12,0,0.3744135965929321
193399,3774,547,1015,1642,97,73,67,12,0,0.37910160374931673
193478,12301,2501,4419,3174,88,64,50,20,1,0.5491401958497448
193584,2401,123,179,1890,26,85,NA,8,0,0.3502808032946349
193609,67,8,13,26,15,40,NA,4,1,0.348231055461828
193654,9068,457,913,2689,3457,85,84,9,0,0.009459097932018328
193858,277,64,177,6,0,72,NA,18,0,0.4027151723191638
193900,56832,3451,6386,13463,19202,96,64,8,0,5.1680994330544916e-11
193946,4547,544,265,3210,26,64,44,23,1,0.42010447163128406
193973,4033,216,188,2170,1205,80,0,10,0,0.12551469041768723
193991,49,6,22,17,0,89,80,9,0,0.36803290589785503
194028,1658,48,21,1353,6,51,38,12,1,0.3633941787460909
194091,6877,620,1101,1843,932,78,42,12,0,0.15623962078589218
194116,573,40,78,293,83,100,100,11,0,0.35124948153683966
194222,8537,1128,596,5205,32,55,36,18,1,0.41097590644927834
194240,5704,786,1409,2208,1,61,47,19,1,0.4234743564549785
194310,13634,1359,2631,5133,2771,75,26,14,0,0.029284076089031972
194392,948,22,4,535,5,75,NA,12,0,0.36261849719374056
194435,78,19,3,48,0,89,NA,20,0,0.4048479440170126
194569,156,9,13,99,0,100,NA,9,0,0.3667573064956467
194578,5356,261,609,1656,1734,88,100,9,0,0.06664413812470196
194657,264,0,0,262,2,93,NA,19,0,0.39774197470730865
194666,548,0,0,548,0,99,NA,23,0,0.40941471859927303
194693,53,0,0,50,3,64,NA,13,1,0.379385228877243
194718,96,0,0,96,0,87,NA,19,0,0.3995566215036262
194736,159,0,0,158,1,91,NA,18,0,0.39550354563730866
194763,611,0,0,611,0,80,NA,36,0,0.4529020511004851
194824,7040,326,698,3062,937,91,NA,14,0,0.1443185465854577
194958,1960,261,165,1319,55,84,50,7,0,0.3569466154557354
195003,17098,863,1520,8925,1869,89,33,13,0,0.04387659272778029
195030,11946,606,810,4464,3593,91,NA,9,0,0.0072075157459074255
195058,5364,946,2082,1357,208,60,35,20,1,0.4091517891159289
195067,388,222,117,12,0,60,53,22,1,0.4312306817271523
195128,2790,412,332,1532,14,78,NA,10,0,0.38056206955594124
195164,2752,131,181,2096,118,86,NA,13,0,0.3397159257221629
195173,4567,491,535,299,3011,65,0,15,1,0.022000403149539143
195191,313,41,11,218,0,100,NA,12,0,0.37833592366384017
195216,1991,51,107,1490,215,91,NA,11,0,0.3086641831083975
195243,2037,218,417,1046,105,73,NA,16,0,0.3681611255874896
195289,129,18,12,79,1,100,NA,7,0,0.36156203909015017
195304,1798,87,212,1072,113,87,NA,10,0,0.3325644689990561
195322,3490,440,240,1976,0,51,38,15,1,0.3896421279400585
195474,3720,158,368,2666,122,83,NA,12,0,0.3293453692994108
195526,2704,117,282,1736,199,90,100,8,0,0.3016512692433319
195544,3899,345,884,2076,115,81,75,12,0,0.35159115544102393
195720,3693,269,303,2764,7,86,NA,11,0,0.3674982383929087
195784,656,208,160,183,0,64,NA,16,1,0.4063709142315224
195809,19389,2101,4149,8562,650,79,10,16,0,0.25345714585073725
195988,1527,145,469,732,24,46,44,18,1,0.3952743206200748
196006,3781,428,479,2613,10,65,NA,16,1,0.4028816627806403
196015,3459,291,331,1879,55,69,50,18,1,0.36902114511899625
196024,3056,513,563,1672,5,57,NA,13,1,0.40837852060108176
196033,1988,164,270,1404,19,69,25,15,1,0.3838310584118453
196042,10039,1146,2970,3776,289,82,40,18,0,0.3509826552004198
196051,2186,533,272,1198,57,57,0,14,1,0.4073760350527938
196060,17560,3385,2846,6939,1812,83,75,16,0,0.15426880034422313
196079,18816,834,2241,9069,2048,89,86,18,0,0.03491786039495835
196088,31903,2575,2507,13595,6324,85,42,11,0,2.983483163853831e-4
196097,26689,1552,3622,7797,3864,90,50,19,0,0.0031869453371224056
196103,2757,124,255,1858,154,87,40,14,0,0.3306731603203345
196112,2733,264,285,1700,162,69,NA,13,1,0.34061169775232863
196121,7482,801,672,5254,122,72,50,17,0,0.3800153336271184
196130,6188,1628,740,3047,62,58,36,14,1,0.4834872334756788
196149,6938,245,804,5365,62,81,NA,15,0,0.3425065031062387
196158,3179,177,324,2402,63,76,NA,11,0,0.3507125164432895
196167,3945,150,306,3084,45,87,20,16,0,0.35947373949825495
196176,7898,502,1745,4726,117,85,50,16,0,0.3516672115443176
196185,5337,331,920,3708,11,76,NA,13,0,0.3729303463065467
196194,6715,698,925,4422,199,70,0,15,0,0.35478295260139137
196200,2832,144,248,1701,239,78,NA,11,0,0.2994927738549676
196219,3333,402,935,1577,73,80,40,12,0,0.37598882157647384
196237,4709,1032,1524,1255,145,72,13,17,0,0.4250996358680111
196246,4540,487,583,2906,155,73,38,15,0,0.35883442846557223
196264,10469,1555,1536,4926,62,66,31,17,1,0.42040346454782823
196291,1413,90,254,881,37,83,NA,15,0,0.3750912128147679
196389,1233,534,309,45,0,16,0,30,1,0.48032165019507933
196413,22589,1823,2512,11824,3403,90,56,15,0,0.011970019637226806
196431,400,0,0,362,38,81,NA,15,0,0.3739979603101871
196440,17,0,0,12,5,33,NA,7,1,0.3598318304803252
196565,4958,227,282,3181,74,50,38,12,1,0.3215789123433915
196583,82,0,0,70,12,100,NA,27,0,0.4231078506686223
196592,11937,1368,1664,6016,350,89,73,10,0,0.2930943403352957
196699,3091,161,605,1672,48,59,56,23,1,0.38613386798380245
196866,2065,89,225,1283,218,90,NA,9,0,0.30366202043596485
197018,2241,0,3,2182,56,91,NA,15,0,0.35583365259050265
197027,976,23,104,723,1,84,NA,13,0,0.37362113295829924
197036,4473,396,514,2808,60,95,NA,6,0,0.3394636967902437
197045,3627,364,339,2203,76,71,NA,12,0,0.3564251403378952
197133,2462,92,333,1329,150,95,NA,7,0,0.30635263144457986
197142,611,213,35,273,18,76,75,10,0,0.38207320809317435
197151,3812,118,409,569,1925,85,50,9,0,0.054787500201634504
197197,2001,144,286,1138,150,83,NA,11,0,0.331819279151732
197221,106,0,9,81,0,93,NA,11,0,0.3730358686755073
197285,759,250,383,44,0,79,NA,19,0,0.4229694662356598
197294,9359,1630,4404,2280,160,65,47,19,1,0.4837025541226964
197337,59,18,27,7,6,83,NA,20,0,0.4036684921802982
197531,489,15,46,339,46,82,NA,22,0,0.39507976145776164
197601,164,0,0,164,0,79,NA,18,0,0.3957362092642395
197647,147,0,0,131,16,75,NA,8,0,0.35919941308333975
197674,264,0,0,264,0,82,NA,20,0,0.4015962176108882
197692,87,0,0,87,0,86,NA,13,0,0.37993137675077016
197708,6965,214,364,3501,1037,92,100,7,0,0.11566188219279783
197735,1389,0,0,1357,32,96,NA,10,0,0.3523851433224801
