UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR
414461,2302,18,2268,13,0,79,57,23
414489,78,4,31,26,0,78,NA,20
414540,244,72,26,94,0,95,44,17
414869,346,175,39,95,2,74,84,20
414878,9868,100,84,384,9213,100,NA,13
414911,2501,131,70,2050,0,59,51,16
414939,461,164,122,63,0,72,NA,46
415039,55,2,8,41,0,73,86,16
415057,114,18,44,48,0,86,NA,15
415987,67,31,16,0,0,68,NA,17
416458,105,5,70,8,6,88,NA,15
417008,64,22,6,32,0,50,NA,12
417062,41,1,24,13,0,75,100,10
417105,426,4,371,16,0,80,97,17
417123,74,6,37,22,0,100,100,4
417327,362,118,132,80,0,82,0,15
417442,36,22,1,13,0,100,NA,6
417503,303,117,22,152,0,92,100,12
417600,22,0,1,20,0,100,NA,11
417628,22,1,0,21,0,80,NA,3
417637,90,0,2,87,0,89,NA,7
417646,23,4,0,18,0,100,NA,8
417655,31,3,1,24,0,100,NA,11
417682,27,16,1,7,0,100,NA,9
417716,172,156,0,15,0,63,NA,17
417725,61,5,4,50,0,92,NA,15
417752,24,0,3,14,3,57,NA,8
417831,88,13,43,29,0,100,NA,17
417840,468,333,57,17,0,94,NA,35
417868,31,1,2,26,0,81,100,1
417886,23,4,0,17,0,100,NA,5
417910,193,145,16,8,0,78,NA,12
417983,31,0,0,29,0,63,NA,8
417992,74,42,11,16,0,100,89,18
418001,84,23,5,40,0,77,NA,26
418010,99,24,3,65,0,63,36,12
418029,35,2,1,31,0,73,NA,12
418038,187,111,13,21,0,43,NA,30
418065,310,151,78,51,0,78,77,19
418083,37,25,7,3,0,100,NA,16
418205,237,13,4,197,0,100,100,6
418223,150,125,5,7,0,82,NA,6
418250,193,3,3,171,0,80,90,5
418269,42,34,2,2,0,70,NA,11
418278,104,10,3,86,0,84,94,6
418296,1491,82,184,560,0,74,96,22
418302,532,7,161,308,0,96,78,6
418320,1121,38,141,809,0,96,96,10
418348,558,23,54,343,0,86,80,13
418357,195,14,9,83,0,4,1,8
418409,229,54,20,138,0,93,82,10
418427,82,46,10,21,0,100,NA,10
418445,39,1,1,36,0,32,NA,10
418454,105,15,1,77,0,73,NA,16
418481,56,1,3,50,0,100,NA,25
418515,58,17,1,40,0,100,100,8
418524,59,2,0,57,0,46,NA,14
418533,279,66,32,107,0,81,100,24
418560,109,41,2,51,0,75,38,2
418588,50,0,1,49,0,100,NA,19
418658,410,267,8,97,0,70,NA,19
418773,257,0,257,0,0,90,89,14
418782,246,0,246,0,0,76,NA,21
418889,61,9,4,45,0,100,NA,15
418913,8,0,8,0,0,50,NA,4
418968,220,104,93,11,1,69,NA,15
419031,10,0,0,10,0,83,NA,3
419095,41,2,0,39,0,100,NA,6
419183,41,2,28,10,0,76,NA,12
419217,31,8,22,1,0,100,NA,8
419226,502,98,127,241,2,71,82,9
419235,150,126,5,16,0,62,NA,18
419244,249,117,19,82,1,72,69,15
419253,32,12,6,11,0,67,NA,7
419280,38,1,1,34,0,100,NA,16
419341,15,11,0,2,0,60,NA,4
419420,27,1,0,26,0,100,NA,7
419633,72,3,41,23,0,74,NA,12
419703,482,0,482,0,0,83,NA,28
419712,186,0,186,0,0,83,NA,16
419721,310,0,310,0,0,87,NA,16
420130,269,184,42,11,0,72,NA,35
420255,198,0,198,0,0,100,NA,14
420325,84,0,0,84,0,48,NA,12
420343,1080,171,482,358,0,79,80,33
420370,232,221,10,1,0,38,NA,25
420431,2108,1042,73,915,1,66,48,13
420440,1875,60,76,1536,16,57,37,21
420468,286,46,61,123,0,84,100,11
420538,1315,8,68,1146,0,62,52,12
420556,812,1,234,369,0,52,33,12
420723,587,5,135,390,0,72,33,14
420981,1002,248,36,626,0,75,NA,19
421513,90,42,10,33,0,55,NA,22
421610,109,1,15,81,0,64,NA,8
421708,1202,118,363,439,0,71,33,20
421717,7,0,0,7,0,100,100,2
421771,31,4,4,23,0,50,0,7
421841,251,40,59,77,29,83,NA,18
421878,495,156,183,83,5,55,NA,15
421896,156,0,156,0,0,89,NA,26
422020,364,17,207,65,0,80,NA,33
422835,272,42,181,29,0,72,NA,25
423397,584,0,584,0,0,76,NA,36
423412,22,7,13,2,0,77,NA,17
423652,470,3,95,265,0,58,38,13
425250,94,59,14,16,0,100,69,8
425986,46,11,10,22,0,43,25,6
426314,12770,1057,2432,6395,857,60,49,23
427308,110,0,0,44,0,73,NA,16
427973,270,85,25,129,0,74,NA,12
427991,1155,140,759,207,0,19,20,10
428000,32,1,16,11,4,57,NA,8
428019,385,35,0,165,0,82,84,13
428055,144,0,144,0,0,83,NA,13
428125,57,18,32,2,0,44,100,25
428170,564,316,143,45,0,67,NA,12
428392,1834,21,382,1127,3,48,21,17
429128,868,115,513,41,0,36,56,6
430184,1290,945,72,166,1,100,57,47
430227,84,45,0,22,0,47,71,17
430245,584,67,305,193,0,62,NA,25
430403,235,97,54,19,0,89,NA,35
430670,425,1,388,21,0,89,NA,8
430795,169,8,1,159,0,91,NA,15
430883,32,2,2,24,0,60,NA,11
430908,31,0,1,30,0,63,50,6
430935,556,0,556,0,0,47,64,30
430971,48,44,0,4,0,80,NA,10
431017,371,102,37,122,0,81,100,6
431071,30,8,0,22,0,100,88,10
431105,83,42,12,17,0,57,65,10
431123,183,0,183,0,0,90,NA,20
431141,1377,81,657,397,0,80,NA,17
431196,93,37,7,43,0,88,NA,24
431275,58,6,5,41,0,100,94,8
431284,62,18,22,15,0,100,63,25
431558,297,29,131,110,12,86,69,15
431600,308,87,6,180,0,45,84,11
431716,497,49,130,292,0,74,NA,24
432117,181,68,16,93,0,94,100,20
432269,67,4,62,1,0,70,NA,13
433004,473,41,112,27,16,100,NA,16
433013,1133,71,557,166,25,100,NA,30
433040,48,10,8,23,5,100,NA,24
433068,421,56,62,257,4,81,63,11
433101,659,263,173,151,0,74,73,17
433138,146,9,7,121,0,84,70,9
433387,210208,29374,30296,107865,27,65,NA,42
433420,350,21,138,129,0,69,NA,8
433536,351,251,13,60,0,50,0,14
433660,16612,808,4205,8514,419,83,65,20
434016,218,4,0,40,0,50,36,7
434061,6238,2630,253,2733,67,54,38,21
434140,537,19,330,79,0,81,NA,25
434159,538,329,124,50,0,60,NA,34
434274,74,24,1,48,0,33,43,10
434344,192,21,24,133,0,90,NA,17
434362,50,6,5,37,0,91,NA,25
434432,12,0,1,11,0,100,NA,20
434469,514,50,462,1,0,100,0,20
434496,70,11,2,51,0,82,NA,20
434584,256,11,7,33,0,100,50,7
434672,16451,6475,1431,5107,1305,56,41,16
434751,119,0,3,14,0,50,43,9
434821,291,245,12,21,0,100,NA,22
434830,210,70,4,134,0,83,78,22
434900,292,0,292,0,0,64,58,17
434937,56,0,0,56,0,67,NA,8
436030,218,215,0,3,0,52,51,25
436304,2597,1064,176,1177,8,50,28,24
436429,5472,1831,318,1540,89,51,NA,31
436553,678,0,678,0,0,81,NA,20
436599,185,10,24,133,0,80,68,15
436614,78,4,14,49,4,25,100,4
436632,146,107,17,16,0,74,68,11
436818,745,82,226,287,15,78,NA,20
436827,477,26,84,283,2,70,67,13
436836,2482,372,918,642,155,82,50,21
437097,979,60,11,48,0,100,NA,15
437103,11182,6359,684,3389,105,53,15,32
437237,68,6,1,59,1,83,NA,7
437556,1326,405,130,693,0,78,NA,15
437608,91,0,87,1,0,86,NA,20
437635,974,159,513,161,41,66,NA,26
437723,11,11,0,0,0,18,NA,10
437750,70,6,4,42,3,81,NA,17
437769,79,50,8,19,0,80,73,15
437778,379,29,278,42,0,80,NA,14
437857,91,14,7,62,0,100,NA,11
437936,645,21,401,58,11,76,NA,14
438221,126,16,12,86,0,91,0,12
438258,416,58,194,58,5,77,NA,15
438285,159,34,68,47,0,73,NA,20
438337,189,0,189,0,0,82,48,25
438504,1553,78,992,176,0,85,NA,43
438586,801,404,0,88,0,14,14,8
438674,37,26,0,11,0,75,75,15
438708,465,7,4,406,0,64,63,9
438735,172,54,24,82,1,75,NA,10
438984,195,0,195,0,0,71,NA,43
439118,353,22,75,162,2,55,NA,39
439455,575,525,25,8,0,53,73,15
439473,176,173,3,0,0,54,58,20
439491,62,26,0,5,0,61,NA,18
439570,493,105,40,213,0,79,NA,19
439622,383,127,24,203,0,73,NA,20
439701,540,71,84,267,0,50,50,10
439738,482,404,12,56,0,63,NA,32
439747,150,4,22,8,0,96,79,25
439774,123,0,123,0,0,89,85,18
439792,399,204,42,121,0,79,NA,33
439844,55,2,2,45,0,95,NA,10
439862,62,0,2,2,0,100,NA,15
439871,149,11,122,5,0,100,NA,10
439899,102,3,12,82,2,87,0,13
439932,60,9,2,37,0,87,NA,15
440059,824,455,118,150,1,74,NA,19
440101,161,92,18,28,0,73,31,18
440262,487,142,173,20,1,88,75,22
440271,210,196,5,7,0,48,NA,32
440396,413,0,17,270,2,85,100,19
440402,1868,410,107,1178,33,59,43,14
440651,622,0,622,0,0,82,NA,15
440730,354,139,18,164,0,92,NA,25
440776,86,19,50,16,0,27,NA,10
440794,556,78,159,296,9,74,NA,14
440828,1296,11,142,984,9,75,79,9
440855,271,19,153,80,0,88,NA,23
440989,518,398,98,9,0,73,NA,37
441025,9,7,0,0,0,94,NA,9
441052,1644,93,977,146,0,74,NA,30
441070,196,5,5,37,0,78,60,7
441210,377,43,135,162,0,15,50,12
441256,73,0,28,44,0,93,NA,15
441371,8932,5674,34,2908,0,68,NA,20
441380,244,170,61,10,0,91,73,25
441414,203,3,89,1,110,96,76,20
441423,318,6,311,1,0,79,NA,21
441487,96,0,4,91,0,82,NA,10
441496,253,63,37,125,0,64,NA,12
441502,200,111,7,75,0,13,NA,14
441575,357,3,101,25,0,73,NA,11
441609,152,0,0,131,21,89,NA,12
441618,22,3,0,19,0,89,83,4
441645,115,15,3,94,0,79,100,11
441663,267,7,63,161,0,75,NA,16
441672,23,0,0,23,0,2,NA,12
441690,225,0,225,0,0,100,50,9
441706,381,0,381,0,0,73,NA,191
441742,268,117,52,10,0,77,48,22
441760,5680,1515,1403,2189,0,68,53,22
441788,495,145,160,132,0,66,NA,18
441830,43,2,9,31,0,88,NA,7
441858,177,95,11,49,0,83,85,7
441876,155,22,11,110,2,88,33,16
441900,7549,666,3128,1658,4,79,40,18
441937,5592,132,3272,1256,133,72,23,16
441982,405,8,48,169,29,98,NA,9
442073,495,194,209,39,0,63,60,14
442134,305,21,102,113,0,73,NA,25
442240,395,15,189,141,1,86,83,12
442329,968,386,131,416,0,79,NA,30
442356,1439,169,253,884,0,81,100,11
442383,146,11,4,122,0,68,NA,10
442435,50,11,25,9,0,57,NA,15
442444,941,65,602,98,1,75,NA,14
442523,46,0,1,9,0,25,NA,5
442569,5646,2012,426,2218,48,30,23,20
442602,357,14,219,42,4,84,NA,15
442611,1345,250,237,640,0,77,NA,31
442639,551,27,17,10,195,67,NA,11
442657,356,10,282,38,1,90,NA,16
442781,1165,2,10,27,0,72,65,18
442879,534,83,87,241,1,77,NA,24
442888,65,8,46,4,0,82,NA,15
442976,53,22,1,26,0,54,NA,6
443021,8,8,0,0,0,86,NA,2
443049,464,83,75,195,8,67,45,16
443100,76,0,76,0,0,65,NA,8
443146,79,77,1,0,0,100,NA,10
443216,106,45,38,10,0,80,NA,24
443225,46,22,11,8,0,78,NA,24
443234,215,161,36,10,0,63,NA,20
443252,9747,0,9747,0,0,88,NA,45
443261,226,118,24,62,0,78,63,15
443289,72,5,15,31,0,55,NA,7
443298,30,26,2,1,0,71,NA,11
443322,84,0,80,0,4,40,NA,11
443331,2673,70,955,941,6,100,NA,17
443340,64,2,10,49,0,50,NA,6
443377,25,3,1,21,0,96,NA,6
443410,1084,31,102,567,136,76,100,11
443492,1938,55,17,1685,0,59,21,21
443562,386,0,386,0,0,57,60,21
443571,535,75,250,146,1,86,NA,15
443599,1052,223,121,546,0,100,100,27
443632,38,15,8,12,0,55,NA,9
443641,181,15,37,104,0,88,75,12
443650,4462,2504,334,1225,0,0,NA,49
443696,55,24,27,2,0,75,NA,10
443766,1965,1290,25,560,0,100,35,47
443951,57,0,57,0,0,85,NA,12
443979,165,8,6,113,0,81,94,15
444051,69,12,2,54,0,93,67,12
444088,560,44,312,95,0,0,NA,22
444194,130,0,130,0,0,50,NA,22
444219,11098,462,2521,5104,23,73,37,29
444228,33,5,0,28,0,100,NA,17
444264,51,0,51,0,0,81,0,13
444282,125,54,10,23,0,71,75,18
444291,121,91,9,7,0,57,63,12
444307,82,17,4,13,0,44,73,15
444325,149,8,90,6,36,25,NA,25
444361,80,19,33,26,0,91,NA,18
444398,104,3,86,7,0,67,50,12
444404,18,9,4,1,0,60,67,15
444413,206,0,0,197,9,84,NA,23
444440,107,30,11,58,0,81,NA,20
444468,128,10,4,112,0,70,73,15
444486,97,30,5,61,0,76,0,17
444510,118,4,33,78,0,83,NA,13
444556,305,72,106,116,0,76,NA,23
444565,316,109,118,77,0,33,NA,17
444583,397,0,397,0,0,86,NA,30
444635,44,11,2,25,0,95,NA,15
444671,109,0,109,0,0,93,NA,14
444714,205,143,18,26,0,63,NA,11
444732,49,0,49,0,0,87,NA,12
444787,6036,1166,1516,1466,0,50,25,12
444811,282,230,10,4,0,62,NA,28
444857,117,3,44,51,0,92,75,8
444866,267,115,6,18,0,67,49,12
444936,106,8,36,23,0,75,NA,10
444945,229,148,4,69,0,65,NA,13
444954,1520,61,28,1225,2,38,30,12
445027,11277,3393,830,2634,0,36,0,36
445133,116,48,0,11,0,25,0,13
445188,9110,448,4786,915,337,82,42,20
445203,88,53,23,6,0,33,NA,18
445212,174,27,67,60,0,100,80,6
445230,678,66,224,176,0,76,NA,25
445249,280,149,18,94,0,59,NA,21
445267,3802,293,79,2331,0,53,37,28
445364,717,93,479,68,0,76,NA,38
445498,7,0,7,0,0,100,NA,7
445540,66,10,3,51,0,87,NA,22
445692,476,36,75,254,0,74,50,27
445708,1184,495,158,397,13,72,0,14
445744,546,298,91,99,0,48,NA,26
445762,272,75,76,73,0,71,NA,18
445780,40,0,17,23,0,50,NA,4
445799,954,126,221,443,0,74,NA,32
445841,113,29,3,80,0,100,NA,20
445850,64,46,5,12,0,89,100,20
445911,875,293,277,206,1,74,44,16
445948,2937,977,1030,384,0,66,NA,47
446048,1423,42,216,981,35,79,NA,17
446084,83,51,0,26,0,100,63,11
446093,54,4,26,13,0,100,NA,20
446109,381,128,129,74,0,0,NA,25
446118,620,52,488,28,0,69,NA,12
446163,424,315,35,31,0,72,50,25
446206,34,2,4,20,0,100,100,17
446233,111,21,15,48,13,48,NA,10
446242,203,52,5,66,0,50,NA,17
446260,1172,96,276,640,0,89,NA,20
446288,75,5,2,67,0,67,100,11
446303,48,25,13,10,0,95,NA,10
446349,20,2,0,18,0,100,NA,7
446385,261,9,21,21,138,61,NA,3
446516,21,0,21,0,0,100,NA,7
446552,1875,644,614,484,6,59,23,22
446561,2928,132,1174,336,0,84,NA,15
446598,26,4,4,17,0,100,NA,10
446604,2957,0,0,2957,0,94,NA,16
446640,3650,193,136,332,2827,74,11,18
446774,4203,309,362,3177,14,78,50,13
447023,2307,1943,107,212,0,66,NA,19
447148,236,41,105,39,0,77,40,17
447166,48,5,17,20,0,90,33,13
447175,70,28,14,13,0,57,33,19
447263,2073,101,223,1427,0,86,53,13
447351,598,18,365,61,2,83,NA,50
447421,226,7,38,138,0,67,NA,28
447449,52,19,1,31,0,23,20,12
447467,81,56,0,24,0,61,NA,11
447582,1571,61,5,1424,0,60,31,16
447591,681,248,353,26,0,71,NA,23
447607,1373,70,391,38,0,87,NA,25
447616,978,11,226,12,0,89,NA,20
447689,12230,4021,3370,2391,399,63,50,19
447704,144,1,44,32,0,81,NA,20
447722,49,2,42,5,0,81,NA,10
447731,117,30,63,5,12,80,100,21
447759,516,43,304,67,3,100,100,20
447768,2242,221,1340,225,0,75,NA,30
447777,649,217,148,132,0,47,75,26
447795,19,0,2,3,0,100,NA,15
447810,217,39,71,19,0,100,NA,20
447847,258,23,78,52,81,71,NA,5
447865,18,15,1,2,0,67,100,10
447883,151,31,22,78,0,68,65,12
447892,91,54,5,19,0,61,NA,21
447908,54,52,0,0,0,80,NA,20
447935,363,188,10,100,0,85,NA,20
447953,319,90,60,85,0,64,75,18
447962,194,123,1,68,0,66,NA,22
447980,96,18,7,56,0,67,NA,19
447999,208,61,15,111,0,72,NA,14
448026,95,5,5,75,0,93,100,12
448071,293,88,97,68,0,100,NA,20
448123,193,12,181,0,0,66,NA,10
448196,192,155,24,6,0,89,100,15
448220,133,0,9,114,2,100,NA,15
448248,3967,42,798,2898,0,83,54,15
448257,22,4,7,4,0,80,NA,10
448372,224,18,48,94,1,80,NA,20
448424,71,4,7,38,0,82,76,9
448433,1214,47,569,252,1,80,NA,40
448594,4404,193,3052,684,2,74,42,30
448600,62,15,6,37,0,53,NA,8
448646,47,21,2,21,0,66,NA,8
448673,1145,623,155,161,0,53,35,6
448770,302,52,87,128,0,69,NA,13
448798,111,76,15,8,0,48,NA,21
448859,43,9,7,26,0,69,NA,7
448895,560,33,359,71,0,89,NA,16
449038,1303,640,170,396,3,67,58,47
449074,456,55,106,143,0,79,NA,25
449083,508,12,494,0,0,77,NA,15
449092,547,28,519,0,0,94,NA,15
449135,265,0,265,0,0,59,55,16
449250,766,85,533,109,1,64,NA,29
449311,136,40,88,1,1,86,100,14
449320,1131,390,525,53,0,72,68,19
449339,50715,8959,9605,22816,606,97,93,25
449357,108,9,62,22,0,100,NA,15
449384,526,11,64,130,122,90,NA,11
449393,66,1,63,1,1,81,NA,13
449463,402,91,153,146,0,89,89,8
449472,81,12,15,46,0,89,NA,14
449490,63,33,14,16,0,88,NA,6
449506,560,0,560,0,0,89,NA,20
449524,308,156,31,98,0,74,NA,24
449603,175,96,51,25,0,89,NA,16
449612,77,21,2,50,0,95,NA,16
449658,132,0,0,131,1,91,NA,15
449676,275,104,75,11,11,83,NA,11
449685,187,87,70,5,0,72,NA,20
449700,376,108,8,200,0,72,NA,30
449728,193,35,7,85,0,83,NA,30
449764,89,20,17,44,0,67,NA,6
449807,75,14,4,56,0,65,NA,20
449816,864,9,110,684,0,96,72,6
449861,67,37,14,13,0,50,NA,7
449870,138,5,15,20,65,50,NA,4
449898,752,180,228,223,4,50,0,14
449904,225,19,182,12,0,85,NA,15
449959,106,11,27,60,0,80,80,12
449968,225,8,50,36,0,67,NA,16
449977,136,32,6,87,0,75,50,12
449986,286,39,122,97,0,91,67,18
450058,766,391,33,208,0,48,NA,16
450067,500,346,9,107,0,50,NA,21
450128,345,132,6,58,0,24,NA,30
450298,187,113,18,44,0,0,29,47
450395,121,18,0,93,0,80,100,11
450401,415,62,46,138,0,71,NA,18
450599,77,33,3,19,0,56,NA,19
450605,83,31,1,20,0,81,75,13
450614,110,82,6,17,0,66,50,20
450641,306,10,27,235,1,97,100,17
450650,186,32,41,90,0,93,88,9
450696,436,52,290,41,2,72,NA,26
450711,61,52,6,2,0,20,NA,24
450720,414,81,162,83,0,80,73,14
450933,17763,3725,254,10185,4,71,50,37
450951,149,20,40,82,0,90,NA,14
450960,447,55,320,19,0,81,81,10
450988,203,4,50,21,7,95,100,21
451042,51,20,27,4,0,100,100,15
451097,100,9,56,35,0,83,80,10
451103,916,74,801,30,0,97,24,27
451149,923,187,311,323,0,81,NA,16
451158,620,89,79,376,0,83,NA,16
451167,118,35,67,12,0,100,NA,9
451228,1144,531,127,378,0,74,NA,39
451237,235,6,6,220,0,70,NA,13
451255,21,6,8,6,0,10,0,10
451282,197,35,5,129,0,80,100,15
451307,49,10,4,25,0,100,100,20
451316,65,25,1,37,0,61,NA,11
451334,275,31,65,153,0,59,48,15
451343,90,38,0,49,0,67,75,19
451352,252,174,30,31,0,73,61,14
451370,90,0,0,87,3,100,NA,7
451398,227,0,0,196,31,92,NA,21
451404,602,0,0,602,0,69,NA,15
451413,437,95,112,115,0,87,NA,10
451468,453,49,10,282,0,86,NA,25
451477,821,341,94,290,0,77,NA,28
451495,311,122,115,60,14,73,NA,21
451501,290,0,290,0,0,81,NA,25
451529,53,5,3,42,0,83,33,9
451547,13,1,8,4,0,100,NA,25
451556,2130,132,1838,137,0,64,NA,20
451565,171,32,69,58,0,96,NA,13
451574,164,0,18,112,0,95,75,16
451583,1347,12,235,1006,0,88,81,10
451626,34,0,14,13,0,88,NA,5
451714,361,31,177,102,0,95,100,16
451750,1037,422,113,340,0,43,NA,18
451857,111,49,38,23,0,60,NA,26
451866,315,242,1,70,0,100,NA,22
451918,100,3,7,84,0,91,NA,13
451927,425,7,22,249,0,88,63,14
452009,65,0,1,51,0,60,NA,16
452072,33,9,0,14,0,50,NA,17
452081,1714,663,112,518,2,40,NA,50
452106,69,0,69,0,0,76,NA,9
452124,393,208,29,118,1,43,NA,28
452887,59,4,2,50,0,88,NA,16
452948,645,182,11,300,0,83,10,12
453756,43,31,4,6,0,57,NA,7
453792,129,119,0,10,0,83,NA,20
454227,32944,8298,4622,14707,71,73,20,23
454236,257,107,18,106,0,33,NA,8
454245,693,92,200,291,1,67,100,10
454537,81,0,4,72,0,88,NA,12
454546,260,50,111,53,0,95,NA,14
454555,235,10,99,91,0,85,NA,26
454582,810,98,132,293,15,100,NA,7
454607,359,111,57,155,1,71,NA,12
454652,129,13,3,109,0,77,NA,17
454722,30,0,25,3,2,100,NA,25
454759,54,23,13,1,0,67,NA,15
454768,170,18,90,39,0,100,100,19
454777,167,25,66,35,1,100,100,11
454786,1116,146,154,131,0,79,79,23
454795,220,8,52,80,0,89,89,33
454810,8504,3437,751,2633,0,49,NA,48
454874,52,2,24,26,0,77,87,10
454917,855,44,762,26,11,94,76,22
454926,249,200,9,23,0,77,86,15
454935,76,0,4,71,0,92,NA,8
454944,224,1,35,175,2,96,NA,18
454953,53,14,22,10,0,79,29,12
454962,39,2,22,10,0,100,70,6
454971,216,75,96,28,2,81,70,17
454980,132,25,57,29,4,89,89,14
454999,125,43,11,64,0,55,50,15
455008,170,58,43,49,0,89,48,14
455026,82,30,13,25,0,86,100,5
455062,51,6,8,32,0,100,0,20
455080,297,10,14,260,0,50,NA,16
455105,77,5,3,69,0,100,NA,13
455114,11015,173,2086,7147,102,66,46,20
455141,198,47,11,108,0,82,NA,20
455187,204,5,192,4,0,83,80,25
455196,4478,2485,267,1173,0,63,65,16
455202,472,85,174,135,0,100,88,15
455211,271,54,103,51,0,91,NA,10
455220,112,20,26,24,0,15,NA,12
455257,515,0,0,515,0,98,NA,26
455275,290,85,2,141,0,87,NA,25
455284,246,39,10,188,0,86,70,13
455336,217,108,52,45,0,100,NA,10
455354,250,10,128,99,0,100,NA,20
455381,127,0,2,120,0,90,81,10
455460,177,125,4,41,0,67,NA,30
455479,760,319,34,338,0,44,100,22
455488,359,309,12,25,0,48,NA,28
455512,4128,118,1853,966,2,68,37,19
455628,613,492,42,55,0,56,NA,30
455725,570,53,250,174,0,81,65,15
455734,200,8,152,23,5,24,NA,17
455761,309,47,83,82,1,96,91,10
455770,168,5,57,76,9,79,NA,17
455798,143,22,41,67,5,100,93,12
455831,356,255,89,9,0,75,NA,15
455859,254,4,13,202,0,90,100,20
455868,398,13,265,44,6,88,NA,22
455877,93,18,17,44,0,80,NA,13
455886,162,25,72,48,1,79,80,13
455895,470,271,127,53,7,77,67,25
455901,140,13,15,98,0,82,100,14
455929,56,2,5,45,0,100,NA,14
455965,102,4,12,72,1,88,NA,20
455983,151,3,3,24,84,85,NA,12
456001,104,1,2,100,0,93,NA,17
456029,216,142,17,55,0,77,100,16
456038,306,25,104,115,0,71,NA,25
456065,181,80,8,84,0,47,NA,24
456074,200,43,10,131,0,96,NA,20
456135,95,54,5,24,0,57,42,17
456153,62,44,13,1,0,100,NA,7
456205,409,262,60,53,0,68,NA,19
456214,498,80,333,59,0,88,NA,28
456287,125,3,14,98,0,91,NA,18
456454,383,18,96,203,0,62,NA,17
456490,127,4,107,2,13,38,25,5
456506,156,54,31,56,0,56,NA,39
456515,50,15,6,18,0,43,NA,50
456551,72,10,3,52,0,85,NA,18
456579,285,58,142,48,0,64,NA,20
456588,29,2,21,3,0,100,NA,15
456597,220,9,156,48,0,84,100,15
456825,249,139,3,86,0,78,63,14
456852,528,56,334,61,0,80,NA,31
456922,423,3,322,93,0,85,75,14
456931,533,47,343,115,0,87,100,15
456959,578,102,38,307,6,70,0,13
457031,75,1,5,69,0,100,NA,18
457077,582,32,380,122,0,91,NA,22
457101,396,73,149,53,6,68,NA,16
457110,551,15,178,232,7,73,NA,20
457129,821,428,155,144,1,63,50,10
457192,43,40,0,3,0,80,NA,10
457208,71,18,21,17,0,58,NA,15
457253,120,4,90,13,0,100,80,24
457299,603,71,120,15,32,86,NA,25
457314,113,36,49,2,2,90,NA,10
457323,320,20,107,134,0,92,NA,20
457332,52,1,20,31,0,94,NA,12
457341,197,12,50,116,1,93,NA,12
457378,235,34,23,160,0,90,82,9
457387,615,120,437,52,0,73,NA,14
457396,122,46,18,47,0,65,62,15
457411,376,69,176,98,0,73,NA,17
457420,183,20,46,103,0,100,57,9
457439,83,3,5,70,0,75,38,16
457448,55,11,14,30,0,56,NA,18
457466,34,31,1,1,0,88,NA,15
457475,117,12,18,73,0,83,NA,11
457484,187,20,26,28,10,78,40,12
457493,19,0,4,13,0,82,NA,10
457536,887,289,167,100,277,69,NA,23
457545,46,4,3,37,0,100,100,10
457563,265,18,12,163,0,89,NA,20
457572,130,14,3,105,0,78,NA,16
457581,161,9,48,92,0,91,NA,16
457606,110,46,21,13,0,82,NA,20
457624,40,25,1,13,0,11,NA,10
457633,266,124,7,112,0,97,87,15
457642,45,5,9,28,0,78,NA,23
457679,15,1,5,7,0,0,NA,13
457749,126,8,7,85,0,100,NA,18
457767,249,211,31,5,0,81,NA,15
457776,119,4,44,37,0,74,NA,20
457785,89,4,38,34,0,85,NA,9
457794,151,4,0,94,0,95,NA,20
457800,452,109,160,43,0,24,NA,13
457837,142,25,10,94,0,92,94,7
457855,96,8,14,39,2,90,83,11
457916,113,10,10,92,0,97,96,8
457943,59,1,0,57,0,77,NA,4
457952,197,8,33,131,0,95,100,16
457989,37,32,0,5,0,52,NA,10
458007,75,3,1,64,0,98,100,15
458043,65,15,15,20,0,95,0,8
458061,38,1,10,0,0,75,92,25
458070,316,33,86,147,4,90,NA,15
458098,132,13,16,95,0,84,90,11
458104,188,3,3,32,1,100,100,17
458122,7,2,3,1,0,100,NA,9
458131,154,12,12,86,0,75,NA,20
458140,50,0,0,41,1,86,NA,7
458168,67,1,2,60,0,94,NA,10
458210,4586,177,1678,749,15,100,NA,14
458229,2671,116,1411,320,4,89,NA,19
458274,160,72,33,45,0,91,NA,19
458405,336,244,20,40,0,73,NA,16
458441,190,168,3,10,0,45,NA,14
458681,322,247,11,38,0,48,NA,21
458803,156,141,5,0,0,51,47,13
458812,111,26,13,36,0,81,50,17
458821,73,60,0,6,0,77,NA,17
458830,188,134,5,14,0,70,42,25
458858,166,108,14,26,0,60,57,20
458867,242,223,6,3,0,49,60,22
458919,4916,3699,149,756,20,75,41,47
458964,2110,1461,68,460,0,100,39,47
458973,2508,1343,395,615,25,100,38,47
459019,90,65,1,2,0,48,38,15
459046,80,54,10,13,0,75,17,23
459055,96,51,12,13,0,65,91,14
459064,75,43,5,6,0,62,67,16
459116,137,13,53,52,0,54,NA,15
459170,218,5,133,58,1,97,93,15
459198,223,10,112,49,1,93,100,25
459204,5725,266,1179,399,0,89,NA,26
459213,3437,269,1180,597,1,60,NA,18
459231,184,24,61,53,0,94,NA,14
459259,395,144,19,100,5,67,NA,11
459268,258,151,27,38,6,100,0,13
459277,280,6,76,160,0,86,NA,16
459286,204,26,46,124,0,71,83,23
459295,121,10,25,60,0,91,72,8
459301,148,49,20,70,0,64,71,9
459329,568,20,134,383,3,82,NA,13
459347,112,7,17,73,0,83,93,10
