UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR
495305,146,0,144,1,0,77,100,13
495341,57,27,10,13,0,50,NA,19
495369,64,9,24,6,0,100,100,9
495378,113,9,4,87,0,92,95,15
495387,29,29,0,0,0,23,0,25
495411,147,4,24,108,0,90,NA,10
495420,335,74,142,89,0,50,100,20
495448,562,41,348,129,0,50,67,20
495457,1229,150,560,346,0,68,0,20
495518,92,36,5,26,0,50,40,16
495730,171,25,12,121,0,80,86,25
495776,24,4,12,6,0,100,NA,15
495794,237,68,2,140,3,79,83,17
495837,223,81,9,97,0,50,NA,17
495934,69,1,61,3,0,73,NA,35
495952,342,11,243,42,2,83,NA,14
495961,114,1,81,14,0,69,NA,14
495970,263,0,263,0,0,71,NA,45
495998,78,0,67,7,0,71,NA,39
496052,22,0,19,2,0,88,NA,5
496061,251,27,28,138,0,82,91,16
496265,29,2,4,21,0,87,NA,10
496283,289,4,43,175,0,40,NA,12
496326,658,20,112,352,1,56,NA,26
496371,29,0,1,25,0,60,NA,9
496399,43,13,26,0,0,100,NA,5
496423,35,3,7,18,0,100,NA,20
496539,82,0,2,76,0,100,NA,20
496575,28,26,1,1,0,33,37,20
496618,194,30,106,33,4,80,NA,22
496627,981,28,47,170,36,86,NA,3
496636,251,17,232,2,0,33,NA,18
496645,241,48,21,153,0,76,93,13
496654,61,1,35,2,0,94,100,4
496663,85,36,42,4,0,64,0,4
496672,38,2,3,29,0,0,NA,12
496690,45,5,2,28,0,100,100,10
496715,114,74,10,5,0,57,NA,10
496733,160,1,46,95,0,79,NA,18
496751,60,19,41,0,0,5,NA,15
496803,34,12,14,1,0,64,NA,4
496894,32,14,14,4,0,13,7,15
496919,855,130,155,33,0,73,NA,25
496955,657,42,101,54,0,68,NA,25
496964,27,8,18,1,0,13,NA,25
496973,251,105,72,45,0,100,100,14
496991,813,383,90,109,0,50,25,12
497000,178,133,10,19,0,100,NA,12
497037,1224,240,249,590,5,48,30,25
497046,6636,170,4622,1067,0,67,37,27
497073,481,240,132,61,0,86,59,17
497116,1161,293,158,364,0,52,27,12
497125,1027,311,25,433,0,62,33,12
497161,170,95,8,61,0,94,94,19
497189,27,1,0,24,0,95,NA,17
497204,91,0,90,0,1,88,100,25
497213,48,0,2,43,0,100,0,3
497222,59,1,8,6,9,73,0,16
497268,306,10,65,189,0,60,100,20
497277,403,85,201,63,0,91,NA,20
497286,1335,115,644,311,0,84,NA,56
497301,304,67,139,39,1,74,72,22
497310,215,16,56,79,0,92,NA,16
497329,390,199,110,53,0,62,67,16
497338,493,59,247,73,1,52,NA,33
497356,37,0,37,0,0,79,100,25
497365,26,13,8,4,0,86,NA,5
497374,466,420,3,14,0,70,NA,20
497383,9,3,2,4,0,71,NA,9
497392,86,33,47,5,0,100,75,12
497408,204,24,11,166,0,50,NA,7
497426,237,22,60,145,0,93,100,25
497435,59,10,34,6,1,75,NA,15
497471,7,7,0,0,0,100,100,4
497480,2230,587,315,1113,14,80,NA,30
497657,24,0,1,0,21,71,NA,11
497675,38,2,0,36,0,82,NA,13
497684,22,0,2,20,0,95,NA,7
497745,333,141,117,48,0,62,NA,19
497824,242,9,29,182,1,67,0,8
497833,230,49,29,131,0,38,NA,9
497897,166,66,43,34,1,96,NA,20
497949,911,400,33,8,0,65,NA,20
497958,689,70,83,67,0,71,NA,22
498003,242,217,9,11,0,52,55,25
498012,79,0,79,0,0,38,NA,10
498030,791,205,319,104,0,70,NA,36
498049,594,364,32,154,0,75,46,20
498076,574,147,45,229,0,67,17,12
498085,668,229,20,216,0,63,25,12
498094,454,205,14,107,0,76,50,12
498100,743,198,10,335,0,65,18,12
498119,253,41,8,135,0,0,100,12
498298,85,2,5,54,0,96,NA,20
498322,78,0,69,2,4,96,NA,10
498340,128,81,20,24,0,81,NA,18
498359,80,4,7,60,0,75,100,25
498368,14,12,0,2,0,100,83,3
498386,59,0,0,59,0,10,0,6
498401,56,0,0,53,0,67,NA,20
498410,45,32,13,0,0,82,73,25
498447,348,180,79,46,0,58,43,20
498456,380,45,211,40,0,100,NA,20
498474,1582,798,57,203,0,57,36,12
498483,169,2,1,138,0,19,NA,12
498553,83,41,15,7,0,91,NA,15
498562,11092,552,752,8921,67,78,37,19
498571,10834,844,477,7774,144,72,37,18
498623,124,44,32,33,0,73,NA,9
498641,13,0,2,4,0,100,100,2
498669,80,0,6,45,0,57,NA,25
498739,14,0,2,10,0,11,NA,25
498757,108,91,0,14,0,19,NA,10
498766,30,5,2,22,0,95,NA,10
498775,47,47,0,0,0,33,100,8
498784,17,17,0,0,0,60,NA,25
498793,21,12,4,1,0,58,0,25
498809,185,0,0,185,0,90,NA,15
498818,22,5,13,1,0,96,NA,12
498827,37,23,7,6,0,100,80,20
498854,46,42,2,1,0,90,100,18
498863,66,1,2,60,0,83,NA,13
498872,122,9,94,16,0,83,NA,15
498881,31,18,4,3,0,38,50,20
498890,51,1,4,39,0,84,NA,7
498906,98,0,0,98,0,100,NA,5
498924,65,0,65,0,0,71,NA,5
498951,55,3,10,40,0,98,NA,9
499033,13,1,9,3,0,80,83,20
499079,319,53,77,118,0,80,NA,11
499130,219,13,41,144,0,98,96,33
499149,201,99,15,74,0,80,0,15
499176,319,34,54,108,3,78,62,30
499185,82,7,3,60,0,50,NA,21
499255,101,79,6,15,0,57,53,10
499273,1153,608,39,168,0,48,38,12
499282,315,89,1,155,0,57,55,12
499291,233,44,1,115,0,64,25,12
499307,122,5,1,82,0,71,33,12
499325,19,12,1,5,0,82,NA,10
499334,158,24,44,39,0,95,NA,16
499370,133,34,36,54,0,50,100,20
499389,336,57,152,96,0,46,75,20
499398,77,41,7,23,0,50,17,20
499404,164,121,9,19,0,100,0,20
499413,290,8,153,19,0,36,NA,14
499529,32,19,3,2,0,88,NA,16
499538,29,0,29,0,0,100,NA,15
499547,328,46,148,54,0,100,100,20
499556,18,14,0,1,0,100,NA,10
499608,29,1,4,20,0,100,NA,3
499680,81,33,16,6,0,82,NA,15
499723,51,51,0,0,0,67,NA,17
499769,39,4,10,22,0,100,NA,15
499820,8,6,0,2,0,83,NA,6
499866,82,3,13,40,14,100,NA,16
499875,679,0,0,645,34,40,0,23
499884,57,6,29,13,0,78,71,16
499893,21,1,17,2,0,100,NA,30
499918,31,28,1,2,0,100,NA,31
499927,10,6,4,0,0,20,NA,5
499936,31,31,0,0,0,100,83,23
499945,17,9,3,4,0,100,100,4
499954,143,0,3,137,0,91,NA,11
499963,96,6,48,38,1,88,75,17
499972,14,0,2,11,0,100,NA,20
499990,40,2,3,35,0,93,90,8
500005,27,6,16,2,2,100,100,25
500087,569,40,412,87,2,100,88,11
500403,150,7,140,2,0,96,NA,23
500412,15,1,3,11,0,92,NA,6
500421,62,5,56,1,0,85,NA,15
500467,35,0,29,0,0,83,NA,20
